movie_id,poster_link,series_title,released_year,runtime_in_min,genre,overview,revenue,credits
51,"https://m.media-amazon.com/images/M/MV5BMmVmODY1MzEtYTMwZC00MzNhLWFkNDMtZjAwM2EwODUxZTA5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Jaws,1975,124,"Adventure, Thriller","When a killer shark unleashes chaos on a beach community, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.",260000000.0,"{""director"": ""Steven Spielberg"", ""cast"": [""Roy Scheider"", ""Robert Shaw"", ""Richard Dreyfuss"", ""Lorraine Gary""]}"
52,"https://m.media-amazon.com/images/M/MV5BMzA2NDkwODAwM15BMl5BanBnXkFtZTgwODk5MTgzMTE@._V1_UY98_CR0,0,67,98_AL_.jpg",Captain America: The Winter Soldier,2014,136,"Action, Adventure, Sci-Fi","As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.",259766572.0,"{""director"": ""Anthony Russo"", ""cast"": [""Joe Russo"", ""Chris Evans"", ""Samuel L. Jackson"", ""Scarlett Johansson""]}"
53,"https://m.media-amazon.com/images/M/MV5BMzU0NDY0NDEzNV5BMl5BanBnXkFtZTgwOTIxNDU1MDE@._V1_UX67_CR0,0,67,98_AL_.jpg",The Hobbit: The Desolation of Smaug,2013,161,"Adventure, Fantasy","The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.",258366855.0,"{""director"": ""Peter Jackson"", ""cast"": [""Ian McKellen"", ""Martin Freeman"", ""Richard Armitage"", ""Ken Stott""]}"
54,"https://m.media-amazon.com/images/M/MV5BMTg4MDk1ODExN15BMl5BanBnXkFtZTgwNzIyNjg3MDE@._V1_UX67_CR0,0,67,98_AL_.jpg",The Lego Movie,2014,100,"Animation, Action, Adventure","An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.",257760692.0,"{""director"": ""Christopher Miller"", ""cast"": [""Phil Lord"", ""Chris Pratt"", ""Will Ferrell"", ""Elizabeth Banks""]}"
55,"https://m.media-amazon.com/images/M/MV5BMjE5NDQ5OTE4Ml5BMl5BanBnXkFtZTcwOTE3NDIzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",Star Trek,2009,127,"Action, Adventure, Sci-Fi",The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.,257730019.0,"{""director"": ""J.J. Abrams"", ""cast"": [""Chris Pine"", ""Zachary Quinto"", ""Simon Pegg"", ""Leonard Nimoy""]}"
56,"https://m.media-amazon.com/images/M/MV5BMjEzOTE3ODM3OF5BMl5BanBnXkFtZTcwMzYyODI4Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg",The Blind Side,2009,129,"Biography, Drama, Sport","The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.",255959475.0,"{""director"": ""John Lee Hancock"", ""cast"": [""Quinton Aaron"", ""Sandra Bullock"", ""Tim McGraw"", ""Jae Head""]}"
57,"https://m.media-amazon.com/images/M/MV5BMTY3NjY0MTQ0Nl5BMl5BanBnXkFtZTcwMzQ2MTc0Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg",Despicable Me,2010,95,"Animation, Comedy, Crime","When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.",251513985.0,"{""director"": ""Pierre Coffin"", ""cast"": [""Chris Renaud"", ""Steve Carell"", ""Jason Segel"", ""Russell Brand""]}"
58,"https://m.media-amazon.com/images/M/MV5BMTY4NTIwODg0N15BMl5BanBnXkFtZTcwOTc0MjEzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",Harry Potter and the Prisoner of Azkaban,2004,142,"Adventure, Family, Fantasy","Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.",249358727.0,"{""director"": ""Alfonso Cuar\u00f3n"", ""cast"": [""Daniel Radcliffe"", ""Emma Watson"", ""Rupert Grint"", ""Richard Griffiths""]}"
59,"https://m.media-amazon.com/images/M/MV5BMjI4MzU5NTExNF5BMl5BanBnXkFtZTgwNzY1MTEwMDI@._V1_UX67_CR0,0,67,98_AL_.jpg",Moana,2016,107,"Animation, Adventure, Comedy","In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.",248757044.0,"{""director"": ""Ron Clements"", ""cast"": [""John Musker"", ""Don Hall"", ""Chris Williams"", ""Auli'i Cravalho""]}"
60,"https://m.media-amazon.com/images/M/MV5BMjA0ODEzMTc1Nl5BMl5BanBnXkFtZTcwODM2MjAxNA@@._V1_UX67_CR0,0,67,98_AL_.jpg",Raiders of the Lost Ark,1981,115,"Action, Adventure","In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before Adolf Hitler's Nazis can obtain its awesome powers.",248159971.0,"{""director"": ""Steven Spielberg"", ""cast"": [""Harrison Ford"", ""Karen Allen"", ""Paul Freeman"", ""John Rhys-Davies""]}"
61,"https://m.media-amazon.com/images/M/MV5BMWM5ZDcxMTYtNTEyNS00MDRkLWI3YTItNThmMGExMWY4NDIwXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX67_CR0,0,67,98_AL_.jpg",Toy Story 2,1999,92,"Animation, Adventure, Comedy","When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.",245852179.0,"{""director"": ""John Lasseter"", ""cast"": [""Ash Brannon"", ""Lee Unkrich"", ""Tom Hanks"", ""Tim Allen""]}"
62,"https://m.media-amazon.com/images/M/MV5BMTkxMjYyNzgwMl5BMl5BanBnXkFtZTgwMTE3MjYyMTE@._V1_UX67_CR0,0,67,98_AL_.jpg",Ghostbusters,1984,105,"Action, Comedy, Fantasy",Three former parapsychology professors set up shop as a unique ghost removal service.,238632124.0,"{""director"": ""Ivan Reitman"", ""cast"": [""Bill Murray"", ""Dan Aykroyd"", ""Sigourney Weaver"", ""Harold Ramis""]}"
63,"https://m.media-amazon.com/images/M/MV5BZGIzNWYzN2YtMjcwYS00YjQ3LWI2NjMtOTNiYTUyYjE2MGNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",X-Men: Days of Future Past,2014,132,"Action, Adventure, Sci-Fi",The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.,233921534.0,"{""director"": ""Bryan Singer"", ""cast"": [""Patrick Stewart"", ""Ian McKellen"", ""Hugh Jackman"", ""James McAvoy""]}"
64,"https://m.media-amazon.com/images/M/MV5BN2Y5ZTU4YjctMDRmMC00MTg4LWE1M2MtMjk4MzVmOTE4YjkzXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UX67_CR0,0,67,98_AL_.jpg",Cast Away,2000,143,"Adventure, Drama, Romance",A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.,233632142.0,"{""director"": ""Robert Zemeckis"", ""cast"": [""Tom Hanks"", ""Helen Hunt"", ""Paul Sanchez"", ""Lari White""]}"
65,"https://m.media-amazon.com/images/M/MV5BYjhmMGMxZDYtMTkyNy00YWVmLTgyYmUtYTU3ZjcwNTBjN2I1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",The Exorcist,1973,122,Horror,"When a 12-year-old girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her.",232906145.0,"{""director"": ""William Friedkin"", ""cast"": [""Ellen Burstyn"", ""Max von Sydow"", ""Linda Blair"", ""Lee J. Cobb""]}"
66,"https://m.media-amazon.com/images/M/MV5BMTk2NzczOTgxNF5BMl5BanBnXkFtZTcwODQ5ODczOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Star Trek Into Darkness,2013,132,"Action, Adventure, Sci-Fi","After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.",228778661.0,"{""director"": ""J.J. Abrams"", ""cast"": [""Chris Pine"", ""Zachary Quinto"", ""Zoe Saldana"", ""Benedict Cumberbatch""]}"
67,"https://m.media-amazon.com/images/M/MV5BMTc2MTQ3MDA1Nl5BMl5BanBnXkFtZTgwODA3OTI4NjE@._V1_UX67_CR0,0,67,98_AL_.jpg",The Martian,2015,144,"Adventure, Drama, Sci-Fi","An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive.",228433663.0,"{""director"": ""Ridley Scott"", ""cast"": [""Matt Damon"", ""Jessica Chastain"", ""Kristen Wiig"", ""Kate Mara""]}"
68,"https://m.media-amazon.com/images/M/MV5BNGNiNmU2YTMtZmU4OS00MjM0LTlmYWUtMjVlYjAzYjE2N2RjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",The Bourne Ultimatum,2007,115,"Action, Mystery, Thriller",Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.,227471070.0,"{""director"": ""Paul Greengrass"", ""cast"": [""Matt Damon"", ""Edgar Ram\u00edrez"", ""Joan Allen"", ""Julia Stiles""]}"
69,"https://m.media-amazon.com/images/M/MV5BYzc5MTU4N2EtYTkyMi00NjdhLTg3NWEtMTY4OTEyMzJhZTAzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",Logan,2017,137,"Action, Drama, Sci-Fi","In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",226277068.0,"{""director"": ""James Mangold"", ""cast"": [""Hugh Jackman"", ""Patrick Stewart"", ""Dafne Keen"", ""Boyd Holbrook""]}"
70,"https://m.media-amazon.com/images/M/MV5BMjExMTg5OTU0NF5BMl5BanBnXkFtZTcwMjMxMzMzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",WALL·E,2008,98,"Animation, Adventure, Family","In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",223808164.0,"{""director"": ""Andrew Stanton"", ""cast"": [""Ben Burtt"", ""Elissa Knight"", ""Jeff Garlin"", ""Fred Willard""]}"
71,"https://m.media-amazon.com/images/M/MV5BMDliOTIzNmUtOTllOC00NDU3LWFiNjYtMGM0NDc1YTMxNjYxXkEyXkFqcGdeQXVyNTM3NzExMDQ@._V1_UY98_CR1,0,67,98_AL_.jpg",Big Hero 6,2014,102,"Animation, Action, Adventure","A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.",222527828.0,"{""director"": ""Don Hall"", ""cast"": [""Chris Williams"", ""Ryan Potter"", ""Scott Adsit"", ""Jamie Chung""]}"
72,"https://m.media-amazon.com/images/M/MV5BNjRlZmM0ODktY2RjNS00ZDdjLWJhZGYtNDljNWZkMGM5MTg0XkEyXkFqcGdeQXVyNjAwMjI5MDk@._V1_UX67_CR0,0,67,98_AL_.jpg",Mission: Impossible - Fallout,2018,147,"Action, Adventure, Thriller","Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong.",220159104.0,"{""director"": ""Christopher McQuarrie"", ""cast"": [""Tom Cruise"", ""Henry Cavill"", ""Ving Rhames"", ""Simon Pegg""]}"
73,"https://m.media-amazon.com/images/M/MV5BMzE5MDM1NDktY2I0OC00YWI5LTk2NzUtYjczNDczOWQxYjM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",Beauty and the Beast,1991,84,"Animation, Family, Fantasy",A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,218967620.0,"{""director"": ""Gary Trousdale"", ""cast"": [""Kirk Wise"", ""Paige O'Hara"", ""Robby Benson"", ""Jesse Corti""]}"
74,"https://m.media-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",How to Train Your Dragon,2010,98,"Animation, Action, Adventure","A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",217581231.0,"{""director"": ""Dean DeBlois"", ""cast"": [""Chris Sanders"", ""Jay Baruchel"", ""Gerard Butler"", ""Christopher Mintz-Plasse""]}"
75,"https://m.media-amazon.com/images/M/MV5BY2Q2NDI1MjUtM2Q5ZS00MTFlLWJiYWEtNTZmNjQ3OGJkZDgxXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX67_CR0,0,67,98_AL_.jpg",Aladdin,1992,90,"Animation, Adventure, Comedy",A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,217350219.0,"{""director"": ""Ron Clements"", ""cast"": [""John Musker"", ""Scott Weinger"", ""Robin Williams"", ""Linda Larkin""]}"
76,"https://m.media-amazon.com/images/M/MV5BZjhkMDM4MWItZTVjOC00ZDRhLThmYTAtM2I5NzBmNmNlMzI1XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UX67_CR0,0,67,98_AL_.jpg",Saving Private Ryan,1998,169,"Drama, War","Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.",216540909.0,"{""director"": ""Steven Spielberg"", ""cast"": [""Tom Hanks"", ""Matt Damon"", ""Tom Sizemore"", ""Edward Burns""]}"
77,"https://m.media-amazon.com/images/M/MV5BMTA2NDc3Njg5NDVeQTJeQWpwZ15BbWU4MDc1NDcxNTUz._V1_UX67_CR0,0,67,98_AL_.jpg",Bohemian Rhapsody,2018,134,"Biography, Drama, Music","The story of the legendary British rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid (1985).",216428042.0,"{""director"": ""Bryan Singer"", ""cast"": [""Rami Malek"", ""Lucy Boynton"", ""Gwilym Lee"", ""Ben Hardy""]}"
78,"https://m.media-amazon.com/images/M/MV5BNmE5ZmE3OGItNTdlNC00YmMxLWEzNjctYzAwOGQ5ODg0OTI0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",A Star Is Born,2018,136,"Drama, Music, Romance",A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.,215288866.0,"{""director"": ""Bradley Cooper"", ""cast"": [""Lady Gaga"", ""Bradley Cooper"", ""Sam Elliott"", ""Greg Grunberg""]}"
79,"https://m.media-amazon.com/images/M/MV5BNWMxYTZlOTUtZDExMi00YzZmLTkwYTMtZmM2MmRjZmQ3OGY4XkEyXkFqcGdeQXVyMTAwMzUyMzUy._V1_UX67_CR0,0,67,98_AL_.jpg",300,2006,117,"Action, Drama",King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.,210614939.0,"{""director"": ""Zack Snyder"", ""cast"": [""Gerard Butler"", ""Lena Headey"", ""David Wenham"", ""Dominic West""]}"
80,"https://m.media-amazon.com/images/M/MV5BZmU0M2Y1OGUtZjIxNi00ZjBkLTg1MjgtOWIyNThiZWIwYjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",Back to the Future,1985,116,"Adventure, Comedy, Sci-Fi","Marty McFly, a 17-year-old high school student, is accidentally sent thirty years into the past in a time-traveling DeLorean invented by his close friend, the eccentric scientist Doc Brown.",210609762.0,"{""director"": ""Robert Zemeckis"", ""cast"": [""Michael J. Fox"", ""Christopher Lloyd"", ""Lea Thompson"", ""Crispin Glover""]}"
81,"https://m.media-amazon.com/images/M/MV5BYjQ5NjM0Y2YtNjZkNC00ZDhkLWJjMWItN2QyNzFkMDE3ZjAxXkEyXkFqcGdeQXVyODIxMzk5NjA@._V1_UY98_CR1,0,67,98_AL_.jpg",Coco,2017,105,"Animation, Adventure, Family","Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",209726015.0,"{""director"": ""Lee Unkrich"", ""cast"": [""Adrian Molina"", ""Anthony Gonzalez"", ""Gael Garc\u00eda Bernal"", ""Benjamin Bratt""]}"
82,"https://m.media-amazon.com/images/M/MV5BMTg0NjEwNjUxM15BMl5BanBnXkFtZTcwMzk0MjQ5Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg",Sherlock Holmes,2009,128,"Action, Adventure, Mystery",Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,209028679.0,"{""director"": ""Guy Ritchie"", ""cast"": [""Robert Downey Jr."", ""Jude Law"", ""Rachel McAdams"", ""Mark Strong""]}"
83,"https://m.media-amazon.com/images/M/MV5BMTgwODk3NDc1N15BMl5BanBnXkFtZTgwNTc1NjQwMjE@._V1_UX67_CR0,0,67,98_AL_.jpg",Dawn of the Planet of the Apes,2014,130,"Action, Adventure, Drama",A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.,208545589.0,"{""director"": ""Matt Reeves"", ""cast"": [""Gary Oldman"", ""Keri Russell"", ""Andy Serkis"", ""Kodi Smit-McPhee""]}"
84,"https://m.media-amazon.com/images/M/MV5BOTY4YjI2N2MtYmFlMC00ZjcyLTg3YjEtMDQyM2ZjYzQ5YWFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",Batman Begins,2005,140,"Action, Adventure","After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.",206852432.0,"{""director"": ""Christopher Nolan"", ""cast"": [""Christian Bale"", ""Michael Caine"", ""Ken Watanabe"", ""Liam Neeson""]}"
85,"https://m.media-amazon.com/images/M/MV5BMTMzODU0NTkxMF5BMl5BanBnXkFtZTcwMjQ4MzMzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",Ratatouille,2007,111,"Animation, Adventure, Comedy",A rat who can cook makes an unusual alliance with a young kitchen worker at a famous restaurant.,206445654.0,"{""director"": ""Brad Bird"", ""cast"": [""Jan Pinkava"", ""Brad Garrett"", ""Lou Romano"", ""Patton Oswalt""]}"
86,"https://m.media-amazon.com/images/M/MV5BMGU2NzRmZjUtOGUxYS00ZjdjLWEwZWItY2NlM2JhNjkxNTFmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Terminator 2: Judgment Day,1991,137,"Action, Sci-Fi","A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her teenage son, John Connor, from a more advanced and powerful cyborg.",204843350.0,"{""director"": ""James Cameron"", ""cast"": [""Arnold Schwarzenegger"", ""Linda Hamilton"", ""Edward Furlong"", ""Robert Patrick""]}"
87,"https://m.media-amazon.com/images/M/MV5BMTAxNDYxMjg0MjNeQTJeQWpwZ15BbWU3MDcyNTk2OTM@._V1_UX67_CR0,0,67,98_AL_.jpg",Tangled,2010,100,"Animation, Adventure, Comedy","The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",200821936.0,"{""director"": ""Nathan Greno"", ""cast"": [""Byron Howard"", ""Mandy Moore"", ""Zachary Levi"", ""Donna Murphy""]}"
88,"https://m.media-amazon.com/images/M/MV5BYjUyZWZkM2UtMzYxYy00ZmQ3LWFmZTQtOGE2YjBkNjA3YWZlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",Gone with the Wind,1939,238,"Drama, History, Romance",A manipulative woman and a roguish man conduct a turbulent romance during the American Civil War and Reconstruction periods.,198676459.0,"{""director"": ""Victor Fleming"", ""cast"": [""George Cukor"", ""Sam Wood"", ""Clark Gable"", ""Vivien Leigh""]}"
89,"https://m.media-amazon.com/images/M/MV5BMjNkMzc2N2QtNjVlNS00ZTk5LTg0MTgtODY2MDAwNTMwZjBjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",Indiana Jones and the Last Crusade,1989,127,"Action, Adventure","In 1938, after his father Professor Henry Jones, Sr. goes missing while pursuing the Holy Grail, Professor Henry ""Indiana"" Jones, Jr. finds himself up against Adolf Hitler's Nazis again to stop them from obtaining its powers.",197171806.0,"{""director"": ""Steven Spielberg"", ""cast"": [""Harrison Ford"", ""Sean Connery"", ""Alison Doody"", ""Denholm Elliott""]}"
90,"https://m.media-amazon.com/images/M/MV5BMDU2ZWJlMjktMTRhMy00ZTA5LWEzNDgtYmNmZTEwZTViZWJkXkEyXkFqcGdeQXVyNDQ2OTk4MzI@._V1_UX67_CR0,0,67,98_AL_.jpg",Toy Story,1995,81,"Animation, Adventure, Comedy",A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.,191796233.0,"{""director"": ""John Lasseter"", ""cast"": [""Tom Hanks"", ""Tim Allen"", ""Don Rickles"", ""Jim Varney""]}"
91,"https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_UX67_CR0,0,67,98_AL_.jpg",Spider-Man: Into the Spider-Verse,2018,117,"Animation, Action, Adventure","Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.",190241310.0,"{""director"": ""Bob Persichetti"", ""cast"": [""Peter Ramsey"", ""Rodney Rothman"", ""Shameik Moore"", ""Jake Johnson""]}"
92,"https://m.media-amazon.com/images/M/MV5BNzMxNTExOTkyMF5BMl5BanBnXkFtZTcwMzEyNDc0OA@@._V1_UX67_CR0,0,67,98_AL_.jpg",Wreck-It Ralph,2012,101,"Animation, Adventure, Comedy","A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.",189422889.0,"{""director"": ""Rich Moore"", ""cast"": [""John C. Reilly"", ""Jack McBrayer"", ""Jane Lynch"", ""Sarah Silverman""]}"
93,"https://m.media-amazon.com/images/M/MV5BN2YyZjQ0NTEtNzU5MS00NGZkLTg0MTEtYzJmMWY3MWRhZjM2XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg",Dunkirk,2017,106,"Action, Drama, History","Allied soldiers from Belgium, the British Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",188373161.0,"{""director"": ""Christopher Nolan"", ""cast"": [""Fionn Whitehead"", ""Barry Keoghan"", ""Mark Rylance"", ""Tom Hardy""]}"
94,"https://m.media-amazon.com/images/M/MV5BZjdkOTU3MDktN2IxOS00OGEyLWFmMjktY2FiMmZkNWIyODZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",Interstellar,2014,169,"Adventure, Drama, Sci-Fi",A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.,188020017.0,"{""director"": ""Christopher Nolan"", ""cast"": [""Matthew McConaughey"", ""Anne Hathaway"", ""Jessica Chastain"", ""Mackenzie Foy""]}"
95,"https://m.media-amazon.com/images/M/MV5BMDliMmNhNDEtODUyOS00MjNlLTgxODEtN2U3NzIxMGVkZTA1L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Gladiator,2000,155,"Action, Adventure, Drama",A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,187705427.0,"{""director"": ""Ridley Scott"", ""cast"": [""Russell Crowe"", ""Joaquin Phoenix"", ""Connie Nielsen"", ""Oliver Reed""]}"
96,"https://m.media-amazon.com/images/M/MV5BMTY3OTI5NDczN15BMl5BanBnXkFtZTcwNDA0NDY3Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg",Dances with Wolves,1990,181,"Adventure, Drama, Western","Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Indians, making him an intolerable aberration in the military.",184208848.0,"{""director"": ""Kevin Costner"", ""cast"": [""Kevin Costner"", ""Mary McDonnell"", ""Graham Greene"", ""Rodney A. Grant""]}"
97,"https://m.media-amazon.com/images/M/MV5BYmFmOGZjYTItYjY1ZS00OWRiLTk0NDgtMjQ5MzBkYWE2YWE0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",The Fugitive,1993,130,"Action, Crime, Drama","Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal.",183875760.0,"{""director"": ""Andrew Davis"", ""cast"": [""Harrison Ford"", ""Tommy Lee Jones"", ""Sela Ward"", ""Julianne Moore""]}"
98,"https://m.media-amazon.com/images/M/MV5BMDE5OWMzM2QtOTU2ZS00NzAyLWI2MDEtOTRlYjIxZGM0OWRjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX67_CR0,0,67,98_AL_.jpg",The Revenant,2015,156,"Action, Adventure, Drama",A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.,183637894.0,"{""director"": ""Alejandro G. I\u00f1\u00e1rritu"", ""cast"": [""Leonardo DiCaprio"", ""Tom Hardy"", ""Will Poulter"", ""Domhnall Gleeson""]}"
99,"https://m.media-amazon.com/images/M/MV5BYzVmYzVkMmUtOGRhMi00MTNmLThlMmUtZTljYjlkMjNkMjJkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",Ocean's Eleven,2001,116,"Crime, Thriller",Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.,183417150.0,"{""director"": ""Steven Soderbergh"", ""cast"": [""George Clooney"", ""Brad Pitt"", ""Julia Roberts"", ""Matt Damon""]}"
100,"https://m.media-amazon.com/images/M/MV5BMzVjNzI4NzYtMjE4NS00M2IzLWFkOWMtOTYwMWUzN2ZlNGVjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",Rain Man,1988,133,Drama,Selfish yuppie Charlie Babbitt's father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country.,178800000.0,"{""director"": ""Barry Levinson"", ""cast"": [""Dustin Hoffman"", ""Tom Cruise"", ""Valeria Golino"", ""Gerald R. Molen""]}"
